,location,bath,balcony,price,bhk,sqft
6602,Uttarahalli,6.0,2.0,120.0,6,3600.0
6603,Uttarahalli,3.0,2.0,98.34,3,1788.0
6604,Uttarahalli,2.0,1.0,57.0,3,1345.0
6605,Uttarahalli,2.0,1.0,43.55,2,1089.0
6607,Uttarahalli,2.0,2.0,48.0,2,1279.0
6609,Uttarahalli,2.0,2.0,64.0,3,1425.0
6610,Uttarahalli,2.0,2.0,40.42,2,1155.0
6611,Uttarahalli,2.0,1.0,42.0,2,1050.0
6612,Uttarahalli,2.0,1.0,55.0,3,1300.0
6613,Uttarahalli,2.0,1.0,55.0,3,1250.0
6614,Uttarahalli,3.0,2.0,88.0,3,1700.0
6615,Uttarahalli,3.0,1.0,50.0,3,1200.0
6616,Uttarahalli,2.0,2.0,43.0,2,1085.0
6618,Uttarahalli,2.0,1.0,47.0,2,1175.0
6619,Uttarahalli,3.0,2.0,91.2,3,1689.28
6620,Uttarahalli,2.0,1.0,47.0,2,1175.0
6621,Uttarahalli,2.0,1.0,63.0,2,1137.0
6622,Uttarahalli,2.0,2.0,52.85,3,1215.0
6624,Uttarahalli,2.0,1.0,53.0,2,1325.0
6625,Uttarahalli,2.0,2.0,60.0,3,1300.0
6626,Uttarahalli,2.0,2.0,35.0,2,850.0
6627,Uttarahalli,3.0,2.0,88.0,3,1627.86
6629,Uttarahalli,2.0,3.0,61.2,3,1360.0
6630,Uttarahalli,1.0,1.0,36.0,1,661.0
6631,Uttarahalli,2.0,1.0,45.36,2,1134.0
6633,Uttarahalli,2.0,3.0,55.44,3,1320.0
6634,Uttarahalli,2.0,2.0,61.16,3,1390.0
6635,Uttarahalli,2.0,2.0,45.0,2,1090.0
6636,Uttarahalli,2.0,1.0,42.0,2,1050.0
6637,Uttarahalli,2.0,1.0,48.0,2,1123.0
6638,Uttarahalli,2.0,1.0,56.0,3,1329.0
6639,Uttarahalli,2.0,0.0,35.0,2,938.0
6642,Uttarahalli,1.0,2.0,45.0,2,1100.0
6643,Uttarahalli,2.0,1.0,47.0,2,1125.0
6645,Uttarahalli,3.0,2.0,85.0,3,1685.0
6646,Uttarahalli,2.0,3.0,62.55,3,1390.0
6648,Uttarahalli,2.0,1.0,41.3,2,1180.0
6649,Uttarahalli,2.0,1.0,42.0,2,1380.0
6650,Uttarahalli,2.0,3.0,95.0,3,1737.0
6652,Uttarahalli,2.0,2.0,45.0,2,1160.0
6653,Uttarahalli,2.0,2.0,60.0,3,1280.0
6655,Uttarahalli,2.0,1.0,53.55,2,1190.0
6656,Uttarahalli,2.0,1.0,57.0,3,1330.0
6657,Uttarahalli,3.0,3.0,74.0,3,1560.0
6659,Uttarahalli,2.0,1.0,48.0,2,1125.0
6660,Uttarahalli,2.0,2.0,55.44,3,1320.0
6662,Uttarahalli,2.0,2.0,40.6,2,1160.0
6664,Uttarahalli,2.0,1.0,42.59,2,1065.0
6665,Uttarahalli,2.0,1.0,46.76,2,1075.0
6666,Uttarahalli,2.0,1.0,40.6,2,1155.0
6669,Uttarahalli,2.0,2.0,52.85,3,1215.0
6671,Uttarahalli,2.0,1.0,41.3,2,1180.0
6674,Uttarahalli,2.0,1.0,40.08,2,1002.0
6675,Uttarahalli,2.0,1.0,40.08,2,1002.0
6676,Uttarahalli,2.0,1.0,40.0,2,1075.0
6678,Uttarahalli,2.0,2.0,40.43,2,1155.0
6680,Uttarahalli,2.0,1.0,35.88,2,1025.0
6681,Uttarahalli,2.0,1.0,47.65,2,1125.0
6682,Uttarahalli,2.0,2.0,55.0,2,1300.0
6683,Uttarahalli,2.0,1.0,35.88,2,1025.0
6684,Uttarahalli,2.0,1.0,45.0,2,980.0
6685,Uttarahalli,2.0,1.0,47.0,2,1125.0
6690,Uttarahalli,2.0,2.0,47.0,2,1175.0
6693,Uttarahalli,2.0,2.0,62.82,3,1525.0
6694,Uttarahalli,2.0,2.0,65.0,3,1265.0
6697,Uttarahalli,2.0,2.0,48.0,2,1213.0
6699,Uttarahalli,2.0,2.0,35.0,2,900.0
6700,Uttarahalli,2.0,1.0,42.6,2,1065.0
6703,Uttarahalli,2.0,1.0,47.0,2,1125.0
6704,Uttarahalli,2.0,2.0,55.25,3,1270.0
6705,Uttarahalli,2.0,1.0,55.25,3,1270.0
6706,Uttarahalli,2.0,1.0,45.0,2,1107.0
6707,Uttarahalli,2.0,1.0,55.0,2,1200.0
6709,Uttarahalli,3.0,3.0,76.0,3,1460.0
6710,Uttarahalli,3.0,1.0,68.0,3,1500.0
6711,Uttarahalli,2.0,1.0,50.0,2,1120.0
6712,Uttarahalli,2.0,1.0,46.0,2,1150.0
6713,Uttarahalli,2.0,1.0,58.0,3,1330.0
6715,Uttarahalli,2.0,1.0,42.0,2,1050.0
6716,Uttarahalli,2.0,1.0,48.0,2,1125.0
6718,Uttarahalli,2.0,1.0,57.0,3,1345.0
6719,Uttarahalli,2.0,1.0,57.0,3,1345.0
6721,Uttarahalli,2.0,0.0,52.0,2,1000.0
6722,Uttarahalli,2.0,1.0,36.0,2,1037.0
6724,Uttarahalli,2.0,2.0,39.5,2,1000.0
6725,Uttarahalli,1.0,2.0,45.0,2,1125.0
6727,Uttarahalli,2.0,2.0,40.58,2,1160.0
6728,Uttarahalli,2.0,2.0,60.0,2,1123.0
6730,Uttarahalli,2.0,1.0,35.0,2,1000.0
6731,Uttarahalli,2.0,1.0,57.0,3,1330.0
6732,Uttarahalli,2.0,1.0,47.0,2,1125.0
6733,Uttarahalli,1.0,0.0,42.09,2,1165.0
6734,Uttarahalli,2.0,2.0,55.0,2,1260.0
6735,Uttarahalli,2.0,2.0,53.36,2,1284.0
6736,Uttarahalli,2.0,1.0,45.99,2,1150.0
6738,Uttarahalli,2.0,3.0,56.12,3,1290.0
6739,Uttarahalli,2.0,1.0,56.0,3,1328.0
6740,Uttarahalli,2.0,2.0,36.4,2,1040.0
6741,Uttarahalli,2.0,2.0,56.12,3,1290.0
6743,Uttarahalli,2.0,1.0,46.76,2,1075.0
6744,Uttarahalli,2.0,1.0,57.0,3,1345.0
6745,Varthur,2.0,2.0,44.0,2,1160.0
6746,Varthur,2.0,3.0,80.0,2,1385.0
6748,Varthur,2.0,2.0,42.0,2,1024.0
6749,Varthur,2.0,2.0,40.0,2,1125.0
6750,Varthur,2.0,2.0,40.0,2,1112.0
6751,Varthur,2.0,2.0,45.35,2,1055.0
6752,Varthur,2.0,2.0,36.0,2,977.0
6753,Varthur,3.0,1.0,67.75,3,1200.0
6754,Varthur,2.0,2.0,41.88,2,1111.0
6755,Varthur,2.0,3.0,55.5,2,1140.0
6756,Varthur,2.0,1.0,59.0,2,1012.0
6757,Varthur,2.0,2.0,39.9,2,1140.0
6758,Varthur,2.0,2.0,48.0,2,1090.0
6759,Varthur,3.0,2.0,71.0,3,1450.0
6760,Varthur,2.0,1.0,60.0,2,1210.0
6761,Varthur,2.0,2.0,46.0,2,1070.0
6762,Varthur,2.0,3.0,85.0,3,1360.0
6763,Varthur,2.0,1.0,34.0,2,965.0
6764,Varthur,2.0,2.0,44.24,2,1120.0
6765,Varthur,2.0,3.0,79.0,3,1395.0
6766,Varthur,2.0,1.0,45.0,2,1085.0
6767,Varthur,2.0,2.0,47.0,2,1250.0
6768,Varthur,3.0,1.0,68.38,3,1200.0
6770,Varthur,2.0,1.0,60.0,2,1155.0
6771,Varthur,2.0,1.0,60.0,2,1035.0
6772,Varthur,2.0,2.0,39.0,2,1155.0
6773,Varthur,2.0,2.0,55.0,2,1180.0
6775,Varthur,2.0,1.0,57.35,2,1738.0
6776,Varthur,2.0,1.0,40.65,2,1045.0
6777,Varthur,2.0,2.0,39.0,2,1155.0
6779,Varthur,2.0,1.0,64.15,2,1210.0
6781,Varthur,2.0,3.0,38.0,2,1105.0
6782,Varthur,3.0,2.0,90.0,3,1560.0
6783,Varthur,2.0,1.0,85.0,2,1760.0
6784,Varthur,2.0,2.0,54.0,2,1210.0
6785,Varthur,2.0,2.0,40.0,2,1112.0
6787,Varthur,1.0,1.0,65.0,2,1000.0
6789,Varthur Road,2.0,1.0,27.0,2,900.0
6790,Varthur Road,2.0,2.0,59.0,2,1277.0
6791,Varthur Road,2.0,2.0,58.0,3,1247.0
6792,Varthur Road,2.0,2.0,42.7,2,1050.0
6793,Varthur Road,2.0,2.0,52.76,2,1255.0
6795,Varthur Road,2.0,2.0,32.0,2,1033.0
6796,Varthur Road,2.0,2.0,49.11,2,1140.0
6797,Varthur Road,2.0,1.0,25.4,2,850.0
6798,"Varthur Road,",2.0,1.0,64.0,2,1330.0
6799,Vasanthapura,2.0,2.0,40.0,2,1022.0
6800,Vasanthapura,2.0,1.0,39.73,2,1135.0
6801,Vasanthapura,2.0,1.0,34.82,2,995.0
6802,Vasanthapura,2.0,1.0,34.82,2,995.0
6803,Vasanthapura,2.0,1.0,36.28,2,1037.0
6804,Vasanthapura,2.0,1.0,34.22,2,978.0
6805,Vasanthapura,2.0,1.0,36.28,2,1037.0
6806,Vidyaranyapura,2.0,0.0,95.0,2,1440.0
6807,Vidyaranyapura,2.0,3.0,38.0,2,1062.0
6808,Vidyaranyapura,2.0,2.0,55.0,2,1200.0
6809,Vidyaranyapura,4.0,0.0,90.0,4,1200.0
6811,Vidyaranyapura,2.0,2.0,55.0,2,1060.0
6812,Vidyaranyapura,2.0,1.0,54.0,2,1100.0
6813,Vidyaranyapura,2.0,0.0,70.0,3,1440.0
6814,Vidyaranyapura,2.0,1.0,54.0,2,1100.0
6815,Vidyaranyapura,2.0,1.0,35.0,2,1000.0
6817,Vidyaranyapura,2.0,1.0,70.0,2,1120.0
6818,Vidyaranyapura,2.0,1.0,54.0,2,1100.0
6819,Vidyaranyapura,2.0,2.0,65.0,3,1200.0
6820,Vidyaranyapura,2.0,2.0,52.0,2,1200.0
6821,Vidyaranyapura,2.0,1.0,50.0,2,1050.0
6822,Vidyaranyapura,2.0,1.0,50.0,2,1188.0
6823,Vidyaranyapura,2.0,1.0,75.0,3,1100.0
6824,Vidyaranyapura,2.0,2.0,72.0,3,1100.0
6825,Vidyaranyapura,5.0,1.0,135.0,4,2400.0
6826,Vidyaranyapura,2.0,1.0,41.0,2,1100.0
6827,Vidyaranyapura,2.0,2.0,60.5,2,1200.0
6828,Vidyaranyapura,2.0,1.0,42.0,2,1200.0
6829,Vijayanagar,3.0,2.0,110.0,3,1704.0
6830,Vijayanagar,3.0,1.0,129.0,3,1933.0
6832,Vijayanagar,3.0,0.0,100.0,3,1450.0
6833,Vijayanagar,2.0,0.0,134.0,3,1580.0
6834,Vijayanagar,3.0,2.0,121.0,3,1826.0
6835,Vijayanagar,3.0,1.0,116.0,3,1739.0
6836,Vijayanagar,3.0,2.0,100.0,3,1490.0
6837,Vijayanagar,2.0,2.0,65.0,2,1180.0
6838,Vijayanagar,1.0,0.0,34.78,1,606.0
6839,Vijayanagar,2.0,2.0,68.0,2,1352.0
6840,Vijayanagar,3.0,2.0,115.0,3,1527.0
6841,Vijayanagar,2.0,0.0,60.0,2,989.0
6842,Vijayanagar,2.0,1.0,103.0,3,1520.0
6843,Vijayanagar,3.0,1.0,117.0,3,1749.0
6844,Vijayanagar,2.0,1.0,75.0,2,1046.0
6845,Vijayanagar,1.0,1.0,40.0,1,606.0
6846,Vijayanagar,2.0,2.0,62.0,2,1200.0
6849,Vijayanagar,3.0,2.0,136.0,3,2047.0
6850,Vijayanagar,2.0,1.0,75.0,3,1200.0
6851,Vijayanagar,2.0,3.0,82.0,2,1178.0
6852,Vijayanagar,2.0,0.0,45.0,2,864.0
6853,Vijayanagar,6.0,1.0,252.0,4,2100.0
6854,Vijayanagar,2.0,2.0,60.0,2,920.0
6855,Vijayanagar,2.0,1.0,58.0,2,1019.0
6856,Vijayanagar,6.0,3.0,125.0,5,2400.0
6857,Vijayanagar,2.0,1.0,86.0,2,1180.0
6858,Vijayanagar,2.0,0.0,49.06,2,1046.0
6859,Vijayanagar,2.0,0.0,230.0,1,2400.0
6860,Vijayanagar,1.0,1.0,40.0,1,492.0
6862,Vishveshwarya Layout,1.0,1.0,30.0,1,750.0
6863,Vishveshwarya Layout,6.0,0.0,92.0,6,2100.0
6864,Vishveshwarya Layout,3.0,0.0,90.0,4,2000.0
6865,Vishwapriya Layout,2.0,1.0,30.0,2,820.0
6866,Vishwapriya Layout,2.0,2.0,30.0,2,770.0
6867,Vishwapriya Layout,2.0,3.0,36.0,2,910.0
6868,Vishwapriya Layout,2.0,3.0,37.0,2,890.0
6869,Vittasandra,2.0,1.0,71.0,2,1404.0
6870,Vittasandra,2.0,1.0,67.0,2,1246.0
6871,Vittasandra,2.0,1.0,69.3,2,1404.0
6872,Vittasandra,2.0,1.0,67.3,2,1246.0
6873,Vittasandra,2.0,1.0,64.5,2,1246.0
6874,Vittasandra,2.0,1.0,64.5,2,1246.0
6875,Vittasandra,2.0,1.0,68.0,2,1246.0
6877,Vittasandra,2.0,1.0,67.0,2,1238.0
6878,Vittasandra,2.0,1.0,75.0,2,1404.0
6879,Vittasandra,2.0,1.0,65.0,2,1246.0
6880,Vittasandra,2.0,1.0,67.0,2,1238.0
6881,Vittasandra,2.0,1.0,67.4,2,1246.0
6882,Vittasandra,2.0,1.0,67.4,2,1259.0
6883,Vittasandra,2.0,1.0,68.8,2,1404.0
6884,Vittasandra,2.0,1.0,62.3,2,1246.0
6885,Vittasandra,2.0,1.0,63.0,2,1246.0
6886,Vittasandra,2.0,1.0,67.4,2,1246.0
6887,Vittasandra,2.0,1.0,65.4,2,1246.0
6889,Vittasandra,2.0,1.0,67.32,2,1238.0
6890,Vittasandra,2.0,1.0,67.4,2,1246.0
6892,Vittasandra,2.0,1.0,67.3,2,1246.0
6893,Vittasandra,2.0,2.0,70.0,2,1404.0
6894,Vittasandra,2.0,1.0,67.48,2,1259.0
6895,Vittasandra,2.0,1.0,75.0,2,1404.0
6897,Vittasandra,2.0,1.0,67.0,2,1246.0
6900,Vittasandra,2.0,1.0,72.0,2,1404.0
6901,Vittasandra,2.0,1.0,67.5,2,1246.0
6902,Vittasandra,2.0,1.0,67.5,2,1246.0
6903,Vittasandra,2.0,1.0,70.0,2,1404.0
6904,Vittasandra,2.0,1.0,65.0,2,1246.0
6905,Vittasandra,2.0,1.0,67.4,2,1246.0
6909,Whitefield,3.0,2.0,81.0,3,1610.0
6910,Whitefield,2.0,1.0,94.82,2,1459.0
6915,Whitefield,2.0,2.0,75.0,2,1280.0
6917,Whitefield,3.0,2.0,161.0,3,1910.0
6918,Whitefield,4.0,1.0,230.0,4,3252.0
6919,Whitefield,4.0,3.0,700.0,4,11890.0
6922,Whitefield,2.0,1.0,70.0,2,1150.0
6923,Whitefield,3.0,2.0,101.0,3,1768.0
6925,Whitefield,4.0,3.0,315.0,4,4144.0
6926,Whitefield,4.0,2.0,360.0,4,4104.0
6927,Whitefield,3.0,3.0,100.0,3,1720.0
6929,Whitefield,4.0,2.0,91.0,3,1640.0
6932,Whitefield,4.0,2.0,126.0,3,2280.0
6936,Whitefield,3.0,2.0,130.0,3,1897.0
6937,Whitefield,2.0,1.0,125.0,3,2225.0
6940,Whitefield,3.0,2.0,163.0,4,2268.0
6943,Whitefield,4.0,3.0,200.0,4,2400.0
6945,Whitefield,2.0,1.0,95.0,2,1360.0
6947,Whitefield,3.0,2.0,94.79,3,1697.0
6948,Whitefield,4.0,3.0,400.0,4,5000.0
6949,Whitefield,5.0,3.0,250.0,4,3000.0
6950,Whitefield,3.0,2.0,115.0,3,1700.0
6953,Whitefield,3.0,2.0,162.0,3,2842.0
6957,Whitefield,3.0,1.0,130.0,3,1500.0
6958,Whitefield,2.0,1.0,75.0,2,1280.0
6960,Whitefield,2.0,1.0,78.0,3,1405.0
6961,Whitefield,3.0,3.0,115.0,3,2225.0
6962,Whitefield,2.0,1.0,95.05,2,1272.0
6965,Whitefield,2.0,1.0,71.0,2,1192.0
6969,Whitefield,3.0,3.0,89.0,3,1626.0
6970,Whitefield,3.0,2.0,88.0,3,1585.0
6972,Whitefield,2.0,0.0,85.0,2,1280.0
6973,Whitefield,3.0,2.0,68.5,3,1200.0
6974,Whitefield,4.0,2.0,330.0,4,4000.0
6975,Whitefield,3.0,2.0,108.0,3,1697.0
6977,Whitefield,4.0,2.0,312.0,4,3606.0
6978,Whitefield,2.0,1.0,90.0,2,1485.0
6979,Whitefield,1.0,1.0,50.0,1,950.0
6980,Whitefield,1.0,1.0,45.0,1,825.0
6983,Whitefield,2.0,2.0,85.0,3,1635.0
6984,Whitefield,2.0,1.0,79.0,2,1216.0
6990,Whitefield,2.0,1.0,63.0,2,920.0
6992,Whitefield,2.0,1.0,71.0,2,1170.0
6993,Whitefield,2.0,1.0,75.0,2,1118.0
6994,Whitefield,3.0,2.0,103.0,3,1562.0
6997,Whitefield,4.0,1.0,128.0,3,2321.0
6998,Whitefield,2.0,1.0,95.0,2,1320.0
7001,Whitefield,3.0,2.0,200.0,3,3010.0
7002,Whitefield,2.0,1.0,96.17,2,1346.0
7006,Whitefield,4.0,3.0,155.0,4,2500.0
7007,Whitefield,1.0,1.0,55.0,1,905.0
7009,Whitefield,3.0,0.0,146.0,4,2268.0
7012,Whitefield,1.0,0.0,32.79,1,630.5
7013,Whitefield,5.0,3.0,210.0,4,3537.0
7015,Whitefield,3.0,2.0,115.0,3,1697.0
7019,Whitefield,5.0,0.0,290.0,5,3250.0
7023,Whitefield,2.0,1.0,75.0,2,1269.0
7024,Whitefield,5.0,0.0,250.0,5,3227.0
7025,Whitefield,3.0,2.0,79.0,3,1545.0
7028,Whitefield,4.0,2.0,260.0,4,3262.0
7030,Whitefield,2.0,1.0,79.28,2,1132.0
7033,Whitefield,5.0,2.0,160.0,4,2830.0
7035,Whitefield,2.0,1.0,70.0,2,1195.0
7038,Whitefield,1.0,0.0,34.385,1,709.0
7040,Whitefield,2.0,3.0,79.5,2,1320.0
7041,Whitefield,2.0,1.0,52.7,2,750.0
7042,Whitefield,3.0,1.0,61.96,3,1200.0
7048,Whitefield,5.0,3.0,270.0,4,3445.0
7049,Whitefield,3.0,1.0,140.0,3,1700.0
7050,Whitefield,4.0,3.0,400.0,4,4827.0
7051,Whitefield,2.0,2.0,84.5,2,1405.0
7053,Whitefield,4.0,3.0,280.0,4,3252.0
7055,Whitefield,2.0,2.0,90.0,2,1150.0
7056,Whitefield,4.0,3.0,147.0,4,2400.0
7058,Whitefield,1.0,1.0,35.0,1,624.0
7061,Whitefield,3.0,2.0,95.0,3,1700.0
7062,Whitefield,4.0,3.0,400.0,4,4960.0
7063,Whitefield,4.0,3.0,198.0,4,2928.0
7065,Whitefield,5.0,2.0,175.0,3,2700.0
7066,Whitefield,2.0,1.0,84.0,2,1216.0
7067,Whitefield,5.0,1.0,204.0,4,2882.0
7068,Whitefield,3.0,2.0,140.0,3,1840.0
7069,Whitefield,3.0,2.0,122.0,3,1778.0
7071,Whitefield,1.0,1.0,25.0,1,650.0
7072,Whitefield,3.0,3.0,125.0,4,2155.0
7073,Whitefield,1.0,1.0,52.0,1,905.0
7078,Whitefield,2.0,1.0,75.0,2,1216.0
7080,Whitefield,2.0,3.0,77.0,2,1255.0
7081,Whitefield,2.0,1.0,73.0,2,1216.0
7082,Whitefield,1.0,0.0,34.735,1,709.0
7086,Whitefield,3.0,3.0,100.0,3,1745.0
7087,Whitefield,4.0,3.0,224.0,4,3200.0
7089,Whitefield,1.0,1.0,44.9,1,825.0
7093,Whitefield,3.0,2.0,138.0,3,1870.0
7096,Whitefield,3.0,2.0,125.0,3,1862.0
7097,Whitefield,3.0,1.0,113.0,3,1655.0
7098,Whitefield,1.0,1.0,29.44,1,530.0
7100,Whitefield,1.0,1.0,50.0,1,905.0
7101,Whitefield,3.0,2.0,82.0,3,1600.0
7102,Whitefield,4.0,2.0,80.0,4,1230.0
7104,Whitefield,1.0,0.0,32.15,1,630.5
7105,Whitefield,1.0,1.0,52.0,1,905.0
7109,Whitefield,2.0,1.0,83.0,2,1216.0
7114,Whitefield,5.0,3.0,226.0,4,4075.0
7115,Whitefield,2.0,1.0,75.0,2,1216.0
7122,Whitefield,5.0,0.0,158.5,4,2856.0
7125,Whitefield,1.0,1.0,51.0,1,750.0
7128,Whitefield,2.0,1.0,77.0,2,1173.0
7129,Whitefield,3.0,1.0,68.4,3,1200.0
7133,Whitefield,5.0,2.0,250.0,4,3425.0
7136,Whitefield,5.0,0.0,157.5,4,2856.0
7138,Whitefield,3.0,2.0,128.0,3,2173.0
7140,Whitefield,1.0,1.0,62.0,1,905.0
7141,Whitefield,3.0,2.0,138.0,3,1870.0
7142,Whitefield,2.0,1.0,99.26,2,1320.0
7143,Whitefield,4.0,2.0,190.0,3,2901.0
7144,Whitefield,2.0,1.0,96.51,2,1485.0
7145,Whitefield,3.0,3.0,101.0,3,1755.0
7147,Whitefield,3.0,1.0,149.0,3,2225.0
7148,Whitefield,2.0,2.0,82.0,2,1250.0
7149,Whitefield,1.0,1.0,40.0,1,605.0
7152,Whitefield,3.0,2.0,156.0,3,2210.0
7153,Whitefield,2.0,1.0,78.2,2,1173.0
7154,Whitefield,4.0,3.0,130.0,3,1740.0
7155,Whitefield,2.0,1.0,75.0,2,1216.0
7157,Whitefield,3.0,3.0,120.0,3,1655.0
7158,Whitefield,6.0,3.0,300.0,4,4003.0
7160,Whitefield,2.0,2.0,70.0,2,1180.0
7162,Whitefield,4.0,2.0,130.0,3,2023.0
7163,Whitefield,4.0,2.0,118.0,3,2134.0
7166,Whitefield,1.0,1.0,60.0,1,905.0
7172,Whitefield,5.0,0.0,240.0,4,2850.0
7175,Whitefield,5.0,3.0,190.0,4,2830.0
7176,Whitefield,2.0,3.0,78.5,2,1295.0
7177,Whitefield,1.0,1.0,57.6,1,840.0
7178,Whitefield,1.0,0.0,19.83,1,640.0
7179,Whitefield,3.0,2.0,104.0,3,1991.0
7183,Whitefield,3.0,2.0,97.0,3,1655.0
7184,Whitefield,3.0,2.0,150.0,3,1850.0
7185,Whitefield,3.0,1.0,67.77,3,1200.0
7186,Whitefield,2.0,0.0,90.0,2,1290.0
7189,Whitefield,2.0,1.0,75.0,2,1216.0
7190,Whitefield,2.0,1.0,94.84,2,1356.0
7191,Whitefield,2.0,1.0,103.0,2,1338.0
7194,Whitefield,4.0,2.0,208.0,3,3450.0
7198,Whitefield,2.0,1.0,90.33,2,1267.0
7199,Whitefield,4.0,1.0,143.0,4,2400.0
7200,Whitefield,3.0,2.0,125.0,3,1836.0
7202,Whitefield,3.0,1.0,200.0,3,3596.0
7203,Whitefield,2.0,3.0,65.0,3,1275.0
7206,Whitefield,2.0,1.0,82.0,2,1216.0
7207,Whitefield,3.0,3.0,88.0,2,1495.0
7208,Whitefield,3.0,1.0,103.0,3,1564.0
7209,Whitefield,3.0,1.0,84.0,3,1585.0
7212,Whitefield,3.0,2.0,90.0,3,1558.0
7213,Whitefield,2.0,1.0,75.0,2,1216.0
7215,Whitefield,3.0,1.0,120.0,3,1704.0
7218,Whitefield,2.0,2.0,78.0,2,1300.0
7219,Whitefield,3.0,3.0,88.0,3,1570.0
7220,Whitefield,2.0,1.0,84.03,2,1216.0
7222,Whitefield,2.0,1.0,72.5,2,1216.0
7224,Whitefield,4.0,2.0,115.0,3,2025.0
7225,Whitefield,2.0,1.0,100.0,3,1346.0
7229,Whitefield,3.0,2.0,198.0,4,2990.0
7232,Whitefield,3.0,3.0,98.97,3,1720.0
7233,Whitefield,3.0,2.0,95.0,3,1600.0
7234,Whitefield,3.0,1.0,108.0,3,1655.0
7235,Whitefield,3.0,2.0,95.0,3,1740.0
7237,Whitefield,2.0,1.0,88.0,2,1350.0
7239,Whitefield,2.0,1.0,80.0,2,1216.0
7240,Whitefield,4.0,3.0,225.0,4,2900.0
7241,Whitefield,2.0,1.0,101.0,2,1340.0
7243,Whitefield,3.0,1.0,78.57,3,1500.0
7244,Whitefield,3.0,3.0,85.0,3,1626.0
7246,Whitefield,2.0,2.0,65.0,2,1100.0
7248,Whitefield,2.0,2.0,65.0,3,1270.0
7249,Whitefield,3.0,2.0,261.0,3,3117.0
7250,Whitefield,2.0,1.0,73.0,2,1216.0
7252,Whitefield,3.0,1.0,290.0,3,3150.0
7257,Whitefield,5.0,3.0,265.0,4,3940.0
7261,Whitefield,2.0,1.0,77.0,2,1180.0
7262,Whitefield,3.0,2.0,139.0,3,2140.0
7263,Whitefield,2.0,1.0,84.0,2,1314.0
7269,Whitefield,3.0,2.0,85.0,3,1431.0
7270,Whitefield,1.0,1.0,29.0,1,524.0
7271,Whitefield,4.0,3.0,161.0,4,2830.0
7272,Whitefield,3.0,2.0,149.0,4,2135.0
7274,Whitefield,2.0,3.0,188.0,4,3075.0
7275,Whitefield,3.0,2.0,160.0,3,1760.0
7276,Whitefield,3.0,2.0,110.0,3,1655.0
7277,Whitefield,1.0,1.0,57.0,1,840.0
7278,Whitefield,3.0,2.0,106.0,3,1725.0
7281,Whitefield,1.0,1.0,39.0,1,516.0
7283,Whitefield,3.0,2.0,107.0,3,1639.0
7284,Whitefield,3.0,2.0,113.0,3,1820.0
7286,Whitefield,4.0,0.0,218.0,4,3565.0
7287,Whitefield,5.0,3.0,253.0,4,3410.0
7290,Whitefield,2.0,2.0,85.0,2,1250.0
7292,Whitefield,2.0,1.0,77.0,2,1277.0
7293,Whitefield,3.0,2.0,140.0,3,1820.0
7294,Whitefield,4.0,2.0,247.0,4,3453.0
7300,Whitefield,4.0,2.0,125.0,3,2280.0
7301,Whitefield,5.0,1.0,200.0,4,2882.0
7303,Whitefield,3.0,0.0,92.63,3,1639.5
7306,Whitefield,2.0,1.0,70.0,2,1190.0
7308,Whitefield,2.0,1.0,94.0,2,1270.0
7309,Whitefield,2.0,1.0,89.0,2,1220.0
7312,Whitefield,3.0,1.0,300.0,3,3758.0
7317,Whitefield,2.0,1.0,72.0,2,1216.0
7319,Whitefield,5.0,3.0,475.0,4,5400.0
7320,Whitefield,3.0,1.0,74.0,3,1396.0
7329,Whitefield,3.0,0.0,96.9,3,1615.0
7335,Whitefield,2.0,3.0,70.0,2,1200.0
7338,Whitefield,2.0,1.0,75.0,2,1216.0
7340,Whitefield,4.0,1.0,157.0,3,2321.0
7341,Whitefield,2.0,2.0,75.0,2,1224.0
7342,Whitefield,3.0,2.0,113.0,3,1655.0
7344,Whitefield,5.0,1.0,331.0,5,4144.0
7347,Whitefield,3.0,2.0,67.75,3,1200.0
7348,Whitefield,2.0,1.0,110.0,2,1270.0
7349,Whitefield,3.0,1.0,110.0,3,1660.0
7350,Whitefield,2.0,1.0,105.0,2,1270.0
7352,Whitefield,2.0,1.0,78.2,2,1173.0
7353,Whitefield,2.0,3.0,85.0,2,1362.0
7355,Whitefield,2.0,2.0,105.0,3,1457.0
7356,Whitefield,3.0,2.0,128.0,3,1720.0
7360,Whitefield,3.0,1.0,103.0,3,1564.0
7364,Whitefield,3.0,2.0,107.0,3,1639.0
7365,Whitefield,3.0,2.0,139.0,3,1760.0
7366,Whitefield,1.0,1.0,48.0,1,613.0
7367,Whitefield,3.0,2.0,125.0,3,1730.0
7369,Whitefield,1.0,1.0,59.0,1,877.0
7372,"Whitefield,",2.0,1.0,58.0,2,1300.0
7374,Yelachenahalli,2.0,3.0,105.0,3,1464.0
7375,Yelachenahalli,1.0,1.0,150.0,2,2400.0
7376,Yelachenahalli,3.0,2.0,130.0,3,1700.0
7377,Yelachenahalli,2.0,2.0,55.0,2,1080.0
7378,Yelachenahalli,2.0,3.0,78.0,2,1400.0
7379,Yelachenahalli,3.0,3.0,73.5,3,1330.0
7380,Yelachenahalli,1.0,1.0,30.0,2,800.0
7381,Yelachenahalli,2.0,2.0,60.0,2,1100.0
7382,Yelachenahalli,2.0,1.0,72.0,3,1365.0
7383,Yelachenahalli,2.0,2.0,55.0,2,1103.0
